Titulo,Categoria,Autor,id,Numero_de_Visitas,Votos_Positivos,Votos_Negativos,URL nuevo portal,votos_totales
"Matriculados técnicos tI, entidades territoriales",Científica,Observatorio Colombiano de Ciencia y Tecnología,74442,2,0,0,https://www.datos.gov.co/dataset/9i5f-dsjg,
"Matriculados técnicos TIC, entidades territoriales",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74765,2,0,0,https://www.datos.gov.co/dataset/9zm6-i9zt,
"Matriculados técnicos tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74441,0,0,0,https://www.datos.gov.co/dataset/kdxm-x47c,
"Matriculados técnicos TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74766,2,0,0,https://www.datos.gov.co/dataset/55yq-w959,
"Programas doctorado tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74458,0,0,0,https://www.datos.gov.co/dataset/xe25-mtx8,
"Programas doctorado TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74770,4,0,0,https://www.datos.gov.co/dataset/7q87-2ner,
"Programas doctorado tI, OCDE ",Científica,Observatorio Colombiano de Ciencia y Tecnología,74459,0,0,0,https://www.datos.gov.co/dataset/rn8k-7ppt,
"Programas doctorado TIC, OCDE ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74771,0,0,0,https://www.datos.gov.co/dataset/vcm6-8ea3,
"Matriculados doctorado TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74704,20,0,0,https://www.datos.gov.co/dataset/7paq-szv4,
"Matriculados doctorado tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74432,6,0,0,https://www.datos.gov.co/dataset/6buj-pzst,
"Programas maestría tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74462,6,0,0,https://www.datos.gov.co/dataset/84g2-aqz4,
"Programas maestría TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74775,0,0,0,https://www.datos.gov.co/dataset/3d7i-rn2h,
"Programas maestría tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74463,0,0,0,https://www.datos.gov.co/dataset/jz64-bid8,
"Programas maestría TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74782,4,0,0,https://www.datos.gov.co/dataset/ecc9-2biz,
"Programas especialización tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74465,0,0,0,https://www.datos.gov.co/dataset/8pgs-2quk,
"Programas especialización TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74786,0,0,0,https://www.datos.gov.co/dataset/ris6-fzn2,
"Programas especialización tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74466,0,0,0,https://www.datos.gov.co/dataset/8hr9-nzs3,
"Programas especialización TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74795,10,0,0,https://www.datos.gov.co/dataset/kw29-nmmi,
"Programas profesional tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74468,0,0,0,https://www.datos.gov.co/dataset/5tqs-83d6,
"Programas profesional TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74798,2,0,0,https://www.datos.gov.co/dataset/kpf5-9tk8,
"Programas profesional tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74469,0,0,0,https://www.datos.gov.co/dataset/5kxj-x5iu,
"Programas profesional TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74799,8,0,0,https://www.datos.gov.co/dataset/yjhe-9qiy,
"Programas tecnológico tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74472,0,0,0,https://www.datos.gov.co/dataset/wphk-eaq6,
"Programas tecnológico TIC, entidad territoria",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74802,0,0,0,https://www.datos.gov.co/dataset/r543-8ibk,
"Programas tecnológico tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74473,2,0,0,https://www.datos.gov.co/dataset/ryfd-k2py,
"Programas tecnológico TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74803,0,0,0,https://www.datos.gov.co/dataset/ag5m-3n35,
"Programas técnicos tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74476,0,0,0,https://www.datos.gov.co/dataset/vzb2-tk9n,
"Programas técnicos TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74806,4,0,0,https://www.datos.gov.co/dataset/7cmf-x9nt,
"Programas técnicos tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74477,0,0,0,https://www.datos.gov.co/dataset/vz5y-9j6p,
"Programas técnicos TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74807,6,0,0,https://www.datos.gov.co/dataset/mmdi-2nad,
"Matriculados doctorado TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74705,18,0,0,https://www.datos.gov.co/dataset/efzn-dcdk,
"Matriculados maestría tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74435,2,0,0,https://www.datos.gov.co/dataset/nb4y-qud5,
"Apoyos doctorado tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74480,2,0,0,https://www.datos.gov.co/dataset/8kfh-5wbb,
"Apoyos doctorado TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74811,93,1,2,https://www.datos.gov.co/dataset/62hx-q65y,
"Apoyos maestría tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74481,2,0,0,https://www.datos.gov.co/dataset/bmiu-3ywy,
"Apoyos maestría TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74812,53,1,2,https://www.datos.gov.co/dataset/wfsa-pm8h,
"Deserción estudiantes tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74482,4,0,0,https://www.datos.gov.co/dataset/vbba-34ne,
Personas capacitadas con recursos empresas TIC,Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74814,8,0,0,https://www.datos.gov.co/dataset/j893-7cux,
"Deserción estudiantes tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74483,2,0,0,https://www.datos.gov.co/dataset/f824-vssi,
"Deserción estudiantes tI, nivel de formación",Científica,Observatorio Colombiano de Ciencia y Tecnología,74484,0,0,0,https://www.datos.gov.co/dataset/w335-sku3,
Personas capacitadas con recursos empresariales,Científica,Observatorio Colombiano de Ciencia y Tecnología,74485,0,0,0,https://www.datos.gov.co/dataset/hqxp-xkuf,
"Matriculados maestría TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74736,8,0,0,https://www.datos.gov.co/dataset/2kh6-mrng,
"Matriculados maestría tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74436,2,0,0,https://www.datos.gov.co/dataset/5dmg-9jbg,
"Matriculados maestría TIC, enctidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74742,2,0,0,https://www.datos.gov.co/dataset/9zi7-dghe,
"Matriculados maestría tI, registro de alta calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74437,0,0,0,https://www.datos.gov.co/dataset/8jpv-ph4g,
"Matriculados maestría TIC, tipo de IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74743,2,0,0,https://www.datos.gov.co/dataset/6wm6-i3zg,
"Matriculados especialización tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74439,6,0,0,https://www.datos.gov.co/dataset/4sta-snhu,
"Matriculados especialización TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74745,0,0,0,https://www.datos.gov.co/dataset/2wby-h36h,
"Matriculados especialización tI, por territorio",Científica,Observatorio Colombiano de Ciencia y Tecnología,74440,0,0,0,https://www.datos.gov.co/dataset/hiz4-8vfs,
"Matriculados especialización TIC, por territorio",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74747,12,0,0,https://www.datos.gov.co/dataset/epv4-387h,
"Matriculados especialización tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74454,0,0,0,https://www.datos.gov.co/dataset/dkac-7ann,
"Matriculados especialización TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74749,0,0,0,https://www.datos.gov.co/dataset/922u-edqr,
"Matriculados profesional tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74452,0,0,0,https://www.datos.gov.co/dataset/75be-jn64,
"Matriculados profesional TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74751,0,0,0,https://www.datos.gov.co/dataset/pz3x-uhks,
"graduados doctorado tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74487,0,0,0,https://www.datos.gov.co/dataset/625w-cuc6,
"graduados profesional tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74499,4,0,0,https://www.datos.gov.co/dataset/nw7y-9u5y,
"Graduados profesional TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74838,0,0,0,https://www.datos.gov.co/dataset/aiaa-j57b,
"graduados profesional tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74500,4,0,0,https://www.datos.gov.co/dataset/nptq-a56y,
"Graduados profesional TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74839,0,0,0,https://www.datos.gov.co/dataset/dyz8-wpz9,
"graduados tecnológica tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74502,0,0,0,https://www.datos.gov.co/dataset/257e-xyjt,
"Graduados tecnológica TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74841,0,0,0,https://www.datos.gov.co/dataset/gsek-2s6n,
"graduados tecnológica tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74503,2,0,0,https://www.datos.gov.co/dataset/pmcd-3467,
"Graduados tecnológica TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74842,0,0,0,https://www.datos.gov.co/dataset/kpzv-ni2f,
"graduados tecnológica tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74504,0,0,0,https://www.datos.gov.co/dataset/jbsc-9vw4,
"graduados formación técnica tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74506,0,0,0,https://www.datos.gov.co/dataset/u43y-6qzh,
"Graduados formación técnica TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74844,2,0,0,https://www.datos.gov.co/dataset/69b9-dadu,
"graduados formación técnica tI, territorios",Científica,Observatorio Colombiano de Ciencia y Tecnología,74507,0,0,0,https://www.datos.gov.co/dataset/p8ex-6wzi,
"Graduados formación técnica TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74845,0,0,0,https://www.datos.gov.co/dataset/dart-h27n,
"graduados formación técnica tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74508,0,0,0,https://www.datos.gov.co/dataset/4bsr-2t7m,
"Graduados formación técnica TIC, territorios",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74846,0,0,0,https://www.datos.gov.co/dataset/rpxs-ea9i,
"grupos investigación tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74510,0,0,0,https://www.datos.gov.co/dataset/snr9-9icf,
"Grupos investigación TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74848,0,0,0,https://www.datos.gov.co/dataset/sg6s-srdz,
"grupos investigación tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74511,2,0,0,https://www.datos.gov.co/dataset/y6ym-wqm8,
"Grupos investigación TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74849,6,0,0,https://www.datos.gov.co/dataset/dtqf-btmg,
"Graduados doctorado TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74816,20,0,0,https://www.datos.gov.co/dataset/56cb-aqsg,
"graduados doctorado tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74488,2,0,0,https://www.datos.gov.co/dataset/2sq2-gv39,
"grupos investigación tI, tipo de institución",Científica,Observatorio Colombiano de Ciencia y Tecnología,74512,0,0,0,https://www.datos.gov.co/dataset/uz5p-cy9f,
"Grupos investigación TIC, tipo de institución",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74850,0,0,0,https://www.datos.gov.co/dataset/yguj-fc7t,
"Investigadores tI, por rango de edad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74514,2,0,0,https://www.datos.gov.co/dataset/igi4-2yg8,
"Investigadores tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74518,2,0,0,https://www.datos.gov.co/dataset/6gd2-v5dj,
"Investigadores TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74852,2,0,0,https://www.datos.gov.co/dataset/9fnt-djn9,
"Investigadores tI, OCDE",Científica,Observatorio Colombiano de Ciencia y Tecnología,74519,2,0,0,https://www.datos.gov.co/dataset/ixe7-993z,
"Investigadores TIC, OCDE",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74854,12,0,0,https://www.datos.gov.co/dataset/4z8d-uhip,
"trabajadores en innovación tI, por formación",Científica,Observatorio Colombiano de Ciencia y Tecnología,74522,6,0,0,https://www.datos.gov.co/dataset/x48w-s7yd,
"trabajadores  en CtI y en el area de I+D, sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74527,12,0,0,https://www.datos.gov.co/dataset/4cwb-depj,
"Trabajadores  en CTI y en el área de I+D, sexo man",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74861,4,0,0,https://www.datos.gov.co/dataset/xr6q-wunq,
"Trabajadores  en CTI y en el área de I+D, sexo ser",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74862,6,0,0,https://www.datos.gov.co/dataset/qk6f-rigv,
"Graduados doctorado TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74817,16,0,0,https://www.datos.gov.co/dataset/pjds-qqab,
"graduados maestría tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74490,0,0,0,https://www.datos.gov.co/dataset/86bc-van4,
"Graduados maestría TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74819,0,0,0,https://www.datos.gov.co/dataset/gsx2-swnt,
"graduados maestría tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74491,0,0,0,https://www.datos.gov.co/dataset/b8e7-teji,
"Graduados maestría TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74820,2,0,0,https://www.datos.gov.co/dataset/t5z8-2xuy,
"graduados maestría tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74492,0,0,0,https://www.datos.gov.co/dataset/cwzn-2f3s,
"Graduados maestría TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74821,20,0,0,https://www.datos.gov.co/dataset/xubt-rxp5,
"graduados especialización tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74494,0,0,0,https://www.datos.gov.co/dataset/xakj-vmzg,
"Graduados especialización TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74824,34,0,0,https://www.datos.gov.co/dataset/k6ub-fqvn,
"graduados especialización tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74495,2,0,0,https://www.datos.gov.co/dataset/x3yb-eskt,
"Graduados especialización TIC, entidad territoria",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74834,4,0,0,https://www.datos.gov.co/dataset/2ir6-kz3r,
"graduados especialización tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74496,0,0,0,https://www.datos.gov.co/dataset/hkut-5e9r,
"Graduados especialización TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74835,4,0,0,https://www.datos.gov.co/dataset/iqfb-uyfk,
"graduados profesional tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74498,0,0,0,https://www.datos.gov.co/dataset/88ji-j7c8,
"Graduados profesional TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74837,4,0,0,https://www.datos.gov.co/dataset/7z5f-2b63,
"Montos proyectos CtI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74530,2,0,0,https://www.datos.gov.co/dataset/nmwv-3ea7,
"Beneficios tributarios tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74542,2,0,0,https://www.datos.gov.co/dataset/3vmz-2nbp,
"Beneficios tributarios TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74876,28,0,0,https://www.datos.gov.co/dataset/tqsi-3gyk,
"Beneficios tributarios tI, por beneficio",Científica,Observatorio Colombiano de Ciencia y Tecnología,74543,0,0,0,https://www.datos.gov.co/dataset/gkmq-t6mq,
"Beneficios tributarios TIC, por beneficio",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74877,20,0,0,https://www.datos.gov.co/dataset/77t2-vpg7,
"Montos proyectos CtI, tipo de institución",Científica,Observatorio Colombiano de Ciencia y Tecnología,74531,2,0,0,https://www.datos.gov.co/dataset/2mhg-ecmm,
"Montos proyectos CTI TIC, tipo de institución",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74863,2,0,0,https://www.datos.gov.co/dataset/ya77-e8ak,
